번호,상호,도로명주소,지번주소
339,가로매점,서울 광진구 광나루로 375-1,서울 광진구 군자동 361-28번지
340,가판,서울 광진구 용마산로 55,서울 광진구 중곡동 124-11번지
341,백악관앞가판,서울 광진구 천호대로 647,서울 광진구 중곡동 115-4번지
342,군자로또점,서울 광진구 능동로 295,서울 광진구 군자동 477-18번지
343,아차산역가로판매점,서울 광진구 천호대로 665,서울 광진구 구의2동 53-4번지
344,자양사거리가로매점,서울 광진구 자양로 95,서울 광진구 자양동 219-2
345,토큰판매소,서울 송파구 바람드리길 62,서울 송파구 풍납1동 480번지
346,잠실매점,서울 송파구 올림픽로 269,서울 송파구 신천동 7-18번지
347,치즈마트,서울 송파구 양재대로 932 가락동농수산물도매시장,서울 송파구 가락동 600
348,잠실나루역2번출구,서울 송파구 올림픽로37길 109,서울 송파구 신천동 17-2번지
349,슈퍼전자,서울 강북구 솔샘로 254,서울 강북구 삼각산동 688-5번지
350,태양비디오,서울 중구 동호로 193-22 백석빌딩,서울 중구 신당동 355-8
351,꿈이현실로,서울 중구 청계천로 182,서울 중구 주교동 135-1
352,우리마트,서울 중구 창경궁로 11,서울 중구 충무로4가 62-9번지
353,샛별복권방,서울 중구 동호로10길 12 ,서울 중구 신당동 349-57
354,대박드림,서울 종로구 숭인동길 35 ,서울 종로구 숭인동 759
355,해피데이,서울 구로구 구로중앙로 216-1 ,서울 구로구 구로동 612-9
356,GS25궁동상지점,서울 구로구 부일로15길 29,서울 구로구 궁동 208-16
357,애니콜플라자,서울 구로구 구로중앙로 31,서울 구로구 구로동 136-40번지
358,투데이,서울 동대문구 천호대로 67 ,서울 동대문구 용두동 118-81
359,돈우리,서울 동대문구 한천로 89,서울 동대문구 답십리2동 902번지
360,보성정보통신,서울 동대문구 장한로2길 24,서울 동대문구 장안동 464-6번지
361,필동반점,서울 중구 필동로 15-6,서울 중구 필동2가 74-3번지
362,지원물산,서울 노원구 공릉로 108,서울 노원구 공릉동 644-12번지
363,미래복권,서울 노원구 동일로191길 7,서울 노원구 공릉동 398-4
364,기린통신,서울 노원구 덕릉로 680 보고프라자,서울 노원구 중계동 157-26
365,비디오카페(성수점),서울 성동구 성덕정길 84,서울 성동구 성수2가1동 506번지
366,한양복권,서울 성동구 용답중앙길 78-1,서울 성동구 용답동 44-4번지
367,몽곡사,서울 영등포구 버드나루로 51,서울 영등포구 영등포동2가 94-23번지
368,신나라,서울 영등포구 선유로 58 ,서울 영등포구 문래동3가 77-44
369,에이원텔레콤,서울 서초구 동광로 70,서울 서초구 방배동 813-7번지
370,학창&배팅샵,서울 서초구 서초대로26길 3,서울 서초구 방배동 897-1번지
371,우주문화사,서울 서초구 사평대로2길 10,서울 서초구 방배동 750-11번지
372,뮤직마트,서울 서초구 강남대로 212,서울 서초구 양재동 13-8번지
373,드림스튜디오,서울 은평구 서오릉로 160,서울 은평구 갈현동 468-3번지
374,헬로마트,서울 도봉구 도봉로170길 8,서울 도봉구 도봉2동 89-148번지
375,복권랜드,서울 도봉구 도당로 143 대원제니스빌,서울 도봉구 방학동 656-9
376,대박나라,서울 용산구 회나무로 21,서울 용산구 이태원동 278-8
377,커피다,서울 용산구 후암로 81,서울 용산구 동자동 4번지
378,9스토아,서울 용산구 보광로 117,서울 용산구 이태원동 130-43
379,바로정보,서울 양천구 공항대로 562,서울 양천구 목3동 603-8번지
380,세종장식,서울 양천구 오목로 204,서울 양천구 신정4동 987-7번지
381,신영정보통신,서울 강서구 등촌로 61,서울 강서구 화곡4동 772-64번지
382,이가복권방,서울 동대문구 서울시립대로 45 ,서울 동대문구 전농동 644-90
383,현대비디오,서울 동대문구 장한로25길 45,서울 동대문구 장안1동 389-1번지
384,참텔레콤,서울 동대문구 전농로 86-1,서울 동대문구 답십리동 53-6
385,윈마트,서울 송파구 삼학사로16길 4,서울 송파구 석촌동 12번지
386,그린마트,서울 송파구 백제고분로19길 26,서울 송파구 잠실동 245번지
387,노다지로또,서울 중랑구 겸재로 217,서울 중랑구 면목본동 74-35번지
388,트윙클용마점,서울 중랑구 용마산로 494,서울 중랑구 망우동 410-1번지
389,열린문구,서울 중랑구 용마산로 557 ,서울 중랑구 신내동 492-24
390,리더스,서울 중랑구 봉화산로 194 신아타운,서울 중랑구 신내동 666
391,태원정보통신,서울 중랑구 봉우재로33길 80,서울 중랑구 상봉2동 88-75번지
392,행운나라,서울 중랑구 봉우재로 176-1,서울 중랑구 면목동 89-2번지
393,갈렙분식한식,서울 중랑구 용마산로115길 92,서울 중랑구 망우동 490-13번지
394,우진음악사,서울 중랑구 상봉로 51,서울 중랑구 면목본동 87-8번지
395,왕자사진관,서울 중랑구 양원역로 2,서울 중랑구 망우동 128-4번지
396,예스로또,서울 중랑구 면목로31길 43,서울 중랑구 면목4동 349-29번지
397,장보고복권방,서울 중랑구 면목로 288,서울 중랑구 면목동 627-16번지
398,대박찬스,서울 중랑구 면목로74길 40,서울 중랑구 면목동 103-7번지
399,해와달,서울 마포구 독막로 184-1,서울 마포구 신수동 339-3번지
400,장원사,서울 마포구 토정로 224,서울 마포구 신수동 448-23번지
401,인더라인25,서울 마포구 월드컵북로54길 17,서울 마포구 상암동 1597
402,팬시겔러리,서울 서대문구 통일로 153-1,서울 서대문구 냉천동 227번지
403,현대서점,서울 동작구 등용로 127 대방동현대아파트,서울 동작구 대방동 502
404,학림서점,서울 동작구 노량진로 228 녹천약국,서울 동작구 본동 400
405,삼성열쇠공사,서울 동작구 만양로 90-1 예뜰미술학원,서울 동작구 노량진동 119-144
406,대진,서울 노원구 동일로 1355,서울 노원구 상계동 746-5
407,복사문구,서울 강동구 양재대로 1549,서울 강동구 천호1동 45-2번지
408,뮤직프라자,서울 관악구 신림로 266 부림빌딩,서울 관악구 신림동 848
409,행운복권방,서울 관악구 난곡로 172 ,서울 관악구 신림동 637-9
410,헬스프라자,서울 관악구 관악로 184,서울 관악구 봉천동 858-9
411,미래통신,서울 성북구 장월로 118-1 ,서울 성북구 장위동 237-214
412,영광정보통신,서울 성북구 화랑로 92 ,서울 성북구 하월곡동 37-74
413,돈벼락맞는 황금알대박동행 로또방,서울 성북구 화랑로 167 ,서울 성북구 상월곡동 26-5
414,소문난복권명당,서울 성북구 돌곶이로 29,서울 성북구 석관동 332-667번지
415,천하명당복권방,서울 성북구 정릉로 268,서울 성북구 정릉동 151-15번지
416,대명씨앤씨,서울 성북구 지봉로 171,서울 성북구 보문동2가 75-17
417,글사랑(책대여점),서울 광진구 천호대로112길 10,서울 광진구 능동 222-5번지
418,대박복권방,서울 강동구 구천면로 300,서울 강동구 천호동 238-1번지
419,복권방,서울 성북구 동소문로20길 28-4,서울 성북구 동소문동5가 107번지
420,늘푸른복권방,서울 중구 을지로36길 35,서울 중구 오장동 139-11
421,럭키마켓,서울 강동구 명일로 159,서울 강동구 둔촌동 55번지
422,교통카드충전소,서울 강동구 양재대로 1317,서울 강동구 성내동 440-30번지
423,유니온복권,서울 동대문구 한천로 174 ,서울 동대문구 장안동 119-18
424,가판대20호,서울 송파구 송파대로 365,서울 송파구 석촌동 296-17번지
425,후레쉬마트,서울 강동구 천호대로 1476 ,서울 강동구 상일동 431-3
426,현경하이퍼마켓,서울 강북구 삼양로117길 25,서울 강북구 수유동 311-6번지
427,가로판매소,서울 구로구 새말로 117-24,서울 구로구 구로동 1-4
428,가로판매점,서울 금천구 시흥대로 212 ,서울 금천구 시흥동 889-13
429,그랜드마트앞가판점,서울 마포구 신촌로 94,서울 마포구 노고산동 57-2번지
430,신가로판매점,서울 중구 세종대로 26,서울 중구 남대문로5가 19-4번지
431,노다지복권방,서울 종로구 종로 331,서울 종로구 창신동 308-1
432,형제상회,서울 동대문구 무학로 92 ,서울 동대문구 용두동 127-38
433,복권마을(사당점),서울 동작구 사당로 215,서울 동작구 사당동 252-17
434,천하명당복권방,서울 동작구 동작대로7길 11 ,서울 동작구 사당동 1031-1
435,오성마트,서울 중랑구 용마산로116길 60,서울 중랑구 망우동 184-31
436,고대잉크복권방,서울 동대문구 이문로 76 ,서울 동대문구 이문동 336-3
437,크로바쎄븐,서울 송파구 법원로11길 7 문정현대지식산업센터1-2,서울 송파구 문정동 644-2
438,로또복권방,서울 강남구 강남대로122길 50 상명빌딩,서울 강남구 논현동 169
439,신성복권,서울 강남구 학동로 503 한성빌딩,서울 강남구 청담동 76-6
440,신일,서울 강서구 까치산로 177,서울 강서구 화곡동 1115-37
441,명당,서울 강서구 강서로18가길 4 ,서울 강서구 화곡동 339-23
442,공원수퍼,서울 강서구 가로공원로72길 3,서울 강서구 화곡동 372-95번지
443,복권,서울 관악구 낙성대역길 91 우선빌딩,서울 관악구 봉천동 196-33
444,행복만들기,서울 관악구 신사로10길 6 ,서울 관악구 신림동 517-6
445,대박로또,서울 관악구 난곡로 247 ,서울 관악구 신림동 763-20
446,은혜기획사로또,서울 광진구 영화사로 15,서울 광진구 중곡동 83-8번지
447,광나루복권방,서울 광진구 아차산로 591,서울 광진구 광장동 244-6번지
448,청송상회,서울 광진구 광나루로40길 73,서울 광진구 구의동 222-64번지
449,Today,서울 광진구 광나루로56길 85,서울 광진구 구의동 546-4번지
450,세븐몽키스커피,서울 광진구 면목로 37,서울 광진구 군자동 469-22번지
451,로또복권,서울 광진구 긴고랑로 38,서울 광진구 중곡동 244-1번지
452,새시대복권방,서울 금천구 탑골로 6-1 ,서울 금천구 시흥동 249-11
453,로또,서울 동작구 노량진로 9,서울 동작구 대방동 117-4
454,이대역4번출구앞가판점,서울 서대문구 신촌로 187 ,서울 서대문구 대현동 45-21
455,우리은행 앞 가판점,서울 서대문구 신촌로 275,서울 서대문구 북아현동 135-4번지
456,주아킹 목동점,서울 양천구 목동로 213,서울 양천구 신정동 900-21
457,로또방,서울 영등포구 영중로 12 에쉐르아이 시네마 쇼핑몰,서울 영등포구 영등포동3가 9-13
458,축복마트,서울 중랑구 동일로 616 ,서울 중랑구 면목동 151-7
459,용꿈복권,서울 중랑구 봉우재로71길 21,서울 중랑구 망우동 461-6번지
460,로또코리아,서울 중랑구 봉우재로28길 33,서울 중랑구 면목동 131-6
461,가로판매점,서울 중랑구 망우로 212 ,서울 중랑구 상봉동 130
462,LOTTO복권,서울 강남구 언주로70길 10,서울 강남구 역삼동 761-2
463,로또,서울 강남구 테헤란로  410,서울 강남구 대치동 889-13
464,대박,서울 강남구 일원로3길 66,서울 강남구 일원동 656-5
465,로또 강남스타일,서울 강남구 테헤란로14길 31,서울 강남구 역삼동 741-7
466,로또판매,서울 강남구 삼성로86길  10,서울 강남구 대치동 957-3
467,찬스복권방,서울 강북구 한천로 1156 상민빌딩,서울 강북구 수유동 273-66
468,그린마트복권방,서울 강서구 까치산로 41-1,서울 강서구 화곡동 98-49번지
469,복권명가,서울 관악구 관악로24길 70 ,서울 관악구 봉천동 20-15
470,신림645,서울 관악구 남부순환로 1599,서울 관악구 신림동 1433-60
471,대박복권방,서울 구로구 개봉로17길 18,서울 구로구 개봉동 327-22번지
472,명당 구로동 복권 판매점,서울 구로구 가마산로 219 ,서울 구로구 구로동 430
473,고경식품,서울 구로구 경인로 381,서울 구로구 고척동 72-28
474,해태식품,서울 금천구 시흥대로50길 9 ,서울 금천구 시흥동 890-15
475,내복권방,서울 노원구 노원로1나길 5 ,서울 노원구 공릉동 240-228
476,로또판매점,서울 노원구 상계로 309-1,서울 노원구 상계동 111-475
477,로또수락산점,서울 노원구 동일로 1689,서울 노원구 상계동 1262번지
478,로또판매,서울 노원구 한글비석로15길 27,서울 노원구 중계동 430-37
479,행운마트,서울 노원구 중계로 96,서울 노원구 중계동 27-79번지
480,도봉구청점 GS25,서울 도봉구 마들로 664,서울 도봉구 도봉동 636-12
481,금정복권방,서울 도봉구 해등로 168 ,서울 도봉구 쌍문동 49-1
482,삼호복권,서울 도봉구 도봉로 457,서울 도봉구 쌍문동 96-43번지
483,명당복권방,서울 동작구 상도로 281,서울 동작구 상도1동 774-2
484,뉴서울슈퍼,서울 서대문구 서소문로 63,서울 서대문구 미근동 319번지
485,인더라인북가좌점,서울 서대문구 응암로 42,서울 서대문구 북가좌동 418-22번지
486,우리마트,서울 성북구 동소문로23길 20 ,서울 성북구 동선동4가 178
487,대박로또,서울 영등포구 영등포로53길  17,서울 영등포구 영등포동2가 204
